phase,source_url,image_url,alt,width,height,loading,format,bytes,exists,issues
after,https://agents.kujolang.ai/agents/spec-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/spec-writer/,https://agents.kujolang.ai/images/spec-writer-b285befd1d57.webp,Featured image for Spec Writer,640,640,eager,webp,24188,True,
after,https://agents.kujolang.ai/agents/spec-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/standards-evidence-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/standards-evidence-editor/,https://agents.kujolang.ai/images/standards-evidence-editor-53e31638da62.webp,Featured image for Standards & Evidence Editor,640,640,eager,webp,4934,True,
after,https://agents.kujolang.ai/agents/standards-evidence-editor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/systems-architect/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/systems-architect/,https://agents.kujolang.ai/images/systems-architect-87cc508a9cbe.webp,Featured image for Systems Architect,640,640,eager,webp,26456,True,
after,https://agents.kujolang.ai/agents/systems-architect/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/technical-editor-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/technical-editor-writer/,https://agents.kujolang.ai/images/technical-editor-writer-357b964a277a.webp,Featured image for Technical Editor & Writer,640,640,eager,webp,4642,True,
after,https://agents.kujolang.ai/agents/technical-editor-writer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,https://agents.kujolang.ai/images/technical-seo-auditor-537879d7aa7f.webp,Featured image for Technical SEO Auditor,640,640,eager,webp,4492,True,
after,https://agents.kujolang.ai/agents/technical-seo-auditor/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/test-runner/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/test-runner/,https://agents.kujolang.ai/images/test-runner-deeaa9ee7af2.webp,Featured image for Test Runner,640,640,eager,webp,5572,True,
after,https://agents.kujolang.ai/agents/test-runner/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/tooling-developer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/tooling-developer/,https://agents.kujolang.ai/images/tooling-developer-5dfd9abd0490.webp,Featured image for Tooling Developer,640,640,eager,webp,19076,True,
after,https://agents.kujolang.ai/agents/tooling-developer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/trend-scout/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/trend-scout/,https://agents.kujolang.ai/images/trend-scout-0db87f70175d.webp,Featured image for Trend Scout,640,640,eager,webp,3892,True,
after,https://agents.kujolang.ai/agents/trend-scout/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/triage-agent/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/triage-agent/,https://agents.kujolang.ai/images/triage-agent-92ba1dd55827.webp,Featured image for Triage Agent,640,640,eager,webp,5994,True,
after,https://agents.kujolang.ai/agents/triage-agent/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/video-audio-producer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/video-audio-producer/,https://agents.kujolang.ai/images/video-audio-producer-393cf68c9175.webp,Featured image for Video & Audio Producer,640,640,eager,webp,5452,True,
after,https://agents.kujolang.ai/agents/video-audio-producer/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/visual-qa-agent/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/visual-qa-agent/,https://agents.kujolang.ai/images/visual-qa-agent-624871796b65.webp,Featured image for Visual QA Agent,640,640,eager,webp,4512,True,
after,https://agents.kujolang.ai/agents/visual-qa-agent/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/trend-scout-0db87f70175d.webp,Agent image for Trend Scout,640,640,eager,webp,3892,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/keyword-opportunity-analyst-347d840f5124.webp,Agent image for Keyword Opportunity Analyst,640,640,lazy,webp,5130,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/competitor-intelligence-analyst-e2e632d909c3.webp,Agent image for Competitor Intelligence Analyst,640,640,lazy,webp,5168,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/content-gap-analyst-351c16852a0f.webp,Agent image for Content Gap Analyst,640,640,lazy,webp,4472,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/backlink-mention-analyst-082768e9dee8.webp,Agent image for Backlink & Mention Analyst,640,640,lazy,webp,6038,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/seo-auditor-449735ba0e8d.webp,Agent image for SEO Auditor,640,640,lazy,webp,6708,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/search-performance-analyst-448705a9c9d7.webp,Agent image for Search Performance Analyst,640,640,lazy,webp,5374,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/indexation-analyst-aaaeebace895.webp,Agent image for Indexation Analyst,640,640,lazy,webp,4530,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/technical-seo-auditor-537879d7aa7f.webp,Agent image for Technical SEO Auditor,640,640,lazy,webp,4492,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/ai-search-visibility-analyst-bc1d489a8a02.webp,Agent image for AI Search Visibility Analyst,640,640,lazy,webp,4404,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/content-decay-analyst-3f09754cd3a4.webp,Agent image for Content Decay Analyst,640,640,lazy,webp,6984,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/internal-link-specialist-2dec0ca21096.webp,Agent image for Internal Link Specialist,640,640,lazy,webp,5658,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/content-accuracy-reviewer-94b08c5b859a.webp,Agent image for Content Accuracy Reviewer,640,640,lazy,webp,6086,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/cannibalization-analyst-3b404d042189.webp,Agent image for Cannibalization Analyst,640,640,lazy,webp,5060,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/content-portfolio-manager-0c7875b6f111.webp,Agent image for Content Portfolio Manager,640,640,lazy,webp,8134,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/content-pruning-analyst-99348def9d5b.webp,Agent image for Content Pruning Analyst,640,640,lazy,webp,5012,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/site-qa-operator-5a57a37c1cbb.webp,Agent image for Site QA Operator,640,640,lazy,webp,5796,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/performance-analyst-60415ee4f0ee.webp,Agent image for Performance Analyst,640,640,lazy,webp,4092,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/accessibility-auditor-66cd5e216657.webp,Agent image for Accessibility Auditor,640,640,lazy,webp,5294,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/schema-auditor-abc668cde569.webp,Agent image for Schema Auditor,640,640,lazy,webp,4892,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/link-health-auditor-69f7502e954c.webp,Agent image for Link Health Auditor,640,640,lazy,webp,6966,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/metadata-auditor-50059aa633b6.webp,Agent image for Metadata Auditor,640,640,lazy,webp,4874,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/search-submission-operator-a0ddecf5e1f3.webp,Agent image for Search Submission Operator,640,640,lazy,webp,3782,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/analytics-analyst-9ecdcff71ebe.webp,Agent image for Analytics Analyst,640,640,lazy,webp,5174,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/information-architecture-auditor-30897da808ae.webp,Agent image for Information Architecture Auditor,640,640,lazy,webp,5246,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/distribution-operator-eec7c5faea47.webp,Agent image for Distribution Operator,640,640,lazy,webp,4118,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/search-web-standards-watch-9fb600cb7a6b.webp,Agent image for Search & Web Standards Watch,640,640,lazy,webp,8480,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/images/webops-reporter-28524b15c04b.webp,Agent image for WebOps Reporter,640,640,lazy,webp,6970,True,
after,https://agents.kujolang.ai/agents/webops/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/webops-reporter/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/agents/webops-reporter/,https://agents.kujolang.ai/images/webops-reporter-28524b15c04b.webp,Featured image for WebOps Reporter,640,640,eager,webp,6970,True,
after,https://agents.kujolang.ai/agents/webops-reporter/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/assets/images/agent-hero-background.webp,,1672,941,eager/default,webp,277112,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/general-commander-b873a4f8d54c.webp,Agent image for General Commander,640,640,eager,webp,25354,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/chief-of-staff-2e6f76b93f30.webp,Agent image for Chief Of Staff,640,640,lazy,webp,13286,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/systems-architect-87cc508a9cbe.webp,Agent image for Systems Architect,640,640,lazy,webp,26456,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/product-strategist-d1ec402a746c.webp,Agent image for Product Strategist,640,640,lazy,webp,12490,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/planner-e871338c4b36.webp,Agent image for Planner,640,640,lazy,webp,16788,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/spec-writer-b285befd1d57.webp,Agent image for Spec Writer,640,640,lazy,webp,24188,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/research-analyst-857221740bc4.webp,Agent image for Research Analyst,640,640,lazy,webp,16000,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/risk-officer-ebf348e4bd3d.webp,Agent image for Risk Officer,640,640,lazy,webp,19120,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/core-developer-422309ea814e.webp,Agent image for Core Developer,640,640,lazy,webp,17474,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/tooling-developer-5dfd9abd0490.webp,Agent image for Tooling Developer,640,640,lazy,webp,19076,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/frontend-developer-38b0ab2f6a78.webp,Agent image for Frontend Developer,640,640,lazy,webp,16882,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/backend-developer-daca76a2cd95.webp,Agent image for Backend Developer,640,640,lazy,webp,15326,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/integration-engineer-b8c5df6f4f88.webp,Agent image for Integration Engineer,640,640,lazy,webp,4672,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/code-reviewer-f74d4017e408.webp,Agent image for Code Reviewer,640,640,lazy,webp,5102,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/qa-lead-e453c9ecd39b.webp,Agent image for QA Lead,640,640,lazy,webp,5024,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/triage-agent-92ba1dd55827.webp,Agent image for Triage Agent,640,640,lazy,webp,5994,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/visual-qa-agent-624871796b65.webp,Agent image for Visual QA Agent,640,640,lazy,webp,4512,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/release-verifier-0962ac784c41.webp,Agent image for Release Verifier,640,640,lazy,webp,6490,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/security-reviewer-4d6f247896e7.webp,Agent image for Security Reviewer,640,640,lazy,webp,5032,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/documentation-writer-9fc2a61aeeef.webp,Agent image for Documentation Writer,640,640,lazy,webp,6580,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/context-packager-084db19803b4.webp,Agent image for Context Packager,640,640,lazy,webp,4460,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/sitrep-agent-3506395690c6.webp,Agent image for SITREP Agent,640,640,lazy,webp,3964,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/routine-worker-d5ee3c24eac6.webp,Agent image for Routine Worker,640,640,lazy,webp,4722,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/test-runner-deeaa9ee7af2.webp,Agent image for Test Runner,640,640,lazy,webp,5572,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/lint-runner-e76b59355cbe.webp,Agent image for Lint Runner,640,640,lazy,webp,4370,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/issue-hygiene-worker-7104a59da645.webp,Agent image for Issue Hygiene Worker,640,640,lazy,webp,4786,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/dependency-scanner-e373be77efec.webp,Agent image for Dependency Scanner,640,640,lazy,webp,6462,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/receipt-collector-ad3e578135d2.webp,Agent image for Receipt Collector,640,640,lazy,webp,5804,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/trend-scout-0db87f70175d.webp,Agent image for Trend Scout,640,640,eager,webp,3892,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/keyword-opportunity-analyst-347d840f5124.webp,Agent image for Keyword Opportunity Analyst,640,640,lazy,webp,5130,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/competitor-intelligence-analyst-e2e632d909c3.webp,Agent image for Competitor Intelligence Analyst,640,640,lazy,webp,5168,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/content-gap-analyst-351c16852a0f.webp,Agent image for Content Gap Analyst,640,640,lazy,webp,4472,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/backlink-mention-analyst-082768e9dee8.webp,Agent image for Backlink & Mention Analyst,640,640,lazy,webp,6038,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/seo-auditor-449735ba0e8d.webp,Agent image for SEO Auditor,640,640,lazy,webp,6708,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/search-performance-analyst-448705a9c9d7.webp,Agent image for Search Performance Analyst,640,640,lazy,webp,5374,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/indexation-analyst-aaaeebace895.webp,Agent image for Indexation Analyst,640,640,lazy,webp,4530,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/technical-seo-auditor-537879d7aa7f.webp,Agent image for Technical SEO Auditor,640,640,lazy,webp,4492,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/ai-search-visibility-analyst-bc1d489a8a02.webp,Agent image for AI Search Visibility Analyst,640,640,lazy,webp,4404,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/content-decay-analyst-3f09754cd3a4.webp,Agent image for Content Decay Analyst,640,640,lazy,webp,6984,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/internal-link-specialist-2dec0ca21096.webp,Agent image for Internal Link Specialist,640,640,lazy,webp,5658,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/content-accuracy-reviewer-94b08c5b859a.webp,Agent image for Content Accuracy Reviewer,640,640,lazy,webp,6086,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/cannibalization-analyst-3b404d042189.webp,Agent image for Cannibalization Analyst,640,640,lazy,webp,5060,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/content-portfolio-manager-0c7875b6f111.webp,Agent image for Content Portfolio Manager,640,640,lazy,webp,8134,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/content-pruning-analyst-99348def9d5b.webp,Agent image for Content Pruning Analyst,640,640,lazy,webp,5012,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/site-qa-operator-5a57a37c1cbb.webp,Agent image for Site QA Operator,640,640,lazy,webp,5796,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/performance-analyst-60415ee4f0ee.webp,Agent image for Performance Analyst,640,640,lazy,webp,4092,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/accessibility-auditor-66cd5e216657.webp,Agent image for Accessibility Auditor,640,640,lazy,webp,5294,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/schema-auditor-abc668cde569.webp,Agent image for Schema Auditor,640,640,lazy,webp,4892,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/link-health-auditor-69f7502e954c.webp,Agent image for Link Health Auditor,640,640,lazy,webp,6966,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/metadata-auditor-50059aa633b6.webp,Agent image for Metadata Auditor,640,640,lazy,webp,4874,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/search-submission-operator-a0ddecf5e1f3.webp,Agent image for Search Submission Operator,640,640,lazy,webp,3782,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/analytics-analyst-9ecdcff71ebe.webp,Agent image for Analytics Analyst,640,640,lazy,webp,5174,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/information-architecture-auditor-30897da808ae.webp,Agent image for Information Architecture Auditor,640,640,lazy,webp,5246,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/distribution-operator-eec7c5faea47.webp,Agent image for Distribution Operator,640,640,lazy,webp,4118,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/search-web-standards-watch-9fb600cb7a6b.webp,Agent image for Search & Web Standards Watch,640,640,lazy,webp,8480,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/webops-reporter-28524b15c04b.webp,Agent image for WebOps Reporter,640,640,lazy,webp,6970,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/publisher-4f758026771c.webp,Agent image for Publisher,640,640,eager,webp,5922,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/editor-in-chief-eeaa4566f20e.webp,Agent image for Editor-in-Chief,640,640,lazy,webp,7108,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/managing-editor-9eaa4a904088.webp,Agent image for Managing Editor,640,640,lazy,webp,4552,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/editorial-strategy-director-ad99b09744e1.webp,Agent image for Editorial Strategy Director,640,640,lazy,webp,4278,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/brand-strategy-director-954b69b95fc9.webp,Agent image for Brand Strategy Director,640,640,lazy,webp,5018,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/director-of-editorial-intelligence-dc738c2979a0.webp,Agent image for Director of Editorial Intelligence,640,640,lazy,webp,5472,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/creative-director-fde3a4c43a54.webp,Agent image for Creative Director,640,640,lazy,webp,4460,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/commissioning-editor-74c783545431.webp,Agent image for Commissioning Editor,640,640,lazy,webp,5808,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/features-writer-ae8aac89f48a.webp,Agent image for Features Writer,640,640,lazy,webp,5890,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/technical-editor-writer-357b964a277a.webp,Agent image for Technical Editor & Writer,640,640,lazy,webp,4642,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/campaign-copywriter-d50e67d58c49.webp,Agent image for Campaign Copywriter,640,640,lazy,webp,4520,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/art-director-d724fc7daf5d.webp,Agent image for Art Director,640,640,lazy,webp,4258,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/developmental-editor-89edcfc997af.webp,Agent image for Developmental Editor,640,640,lazy,webp,5996,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/copy-chief-3f31f8f192f3.webp,Agent image for Copy Chief,640,640,lazy,webp,4516,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/standards-evidence-editor-53e31638da62.webp,Agent image for Standards & Evidence Editor,640,640,lazy,webp,4934,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/franchise-adaptation-editor-4940c3dd17cb.webp,Agent image for Franchise & Adaptation Editor,640,640,lazy,webp,4266,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/audience-development-director-2aa78d6746f1.webp,Agent image for Audience Development Director,640,640,lazy,webp,4270,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/production-editor-89e0e90480d3.webp,Agent image for Production Editor,640,640,lazy,webp,7136,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/publishing-operations-director-5dbc47f6dc5a.webp,Agent image for Publishing Operations Director,640,640,lazy,webp,3076,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/newsletter-editor-dc40f4c14669.webp,Agent image for Newsletter Editor,640,640,lazy,webp,5114,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/social-community-editor-867e19cfdadd.webp,Agent image for Social & Community Editor,640,640,lazy,webp,4224,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/case-study-editor-691108b6fd8f.webp,Agent image for Case Study Editor,640,640,lazy,webp,5900,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/images/video-audio-producer-393cf68c9175.webp,Agent image for Video & Audio Producer,640,640,lazy,webp,5452,True,
after,https://agents.kujolang.ai/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
after,https://agents.kujolang.ai/publishing-house-system/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,28,28,eager/default,svg,895,True,
after,https://agents.kujolang.ai/publishing-house-system/,https://agents.kujolang.ai/assets/images/publishing-house-system.webp,"Interconnected editorial desks, evidence archive, galley press, approval seal, publication console, and reader-signal board",1916,821,eager/default,webp,33120,True,
after,https://agents.kujolang.ai/publishing-house-system/,https://agents.kujolang.ai/assets/images/kujo-logomark.svg,,24,24,eager/default,svg,895,True,
